event_id,payment_id,amount_inr,currency,method,failure_reason,failure_type,successful_payments,split,p_retry,p_link,p_human
evt_syn_00248,pay_syn_00248,40368,INR,card,card expired,card_expired,5,train,0.06,0.66,0.45
evt_syn_00249,pay_syn_00249,80256,INR,upi,network error,network_error,3,train,0.56,0.48,0.35
evt_syn_00250,pay_syn_00250,403,INR,card,card expired,card_expired,5,holdout,0.14,0.74,0.45
evt_syn_00251,pay_syn_00251,2520,INR,card,insufficient funds,insufficient_funds,2,holdout,0.72,0.55,0.5
evt_syn_00252,pay_syn_00252,284,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00253,pay_syn_00253,16502,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,8,holdout,0.11,0.68,0.4
evt_syn_00254,pay_syn_00254,38595,INR,netbanking,bank decline,bank_decline,0,train,0.04,0.44,0.4
evt_syn_00255,pay_syn_00255,428,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00256,pay_syn_00256,7254,INR,upi,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00257,pay_syn_00257,12349,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00258,pay_syn_00258,943,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00259,pay_syn_00259,1195,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00260,pay_syn_00260,24776,INR,netbanking,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00261,pay_syn_00261,1006,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00262,pay_syn_00262,13576,INR,card,insufficient funds,insufficient_funds,8,holdout,0.78,0.61,0.5
evt_syn_00263,pay_syn_00263,13316,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,2,holdout,0.05,0.62,0.4
evt_syn_00264,pay_syn_00264,2529,INR,card,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_00265,pay_syn_00265,871,INR,netbanking,insufficient funds,insufficient_funds,2,holdout,0.72,0.55,0.5
evt_syn_00266,pay_syn_00266,758,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00267,pay_syn_00267,81361,INR,card,authentication failed,authentication_failed,2,train,0.14,0.52,0.42
evt_syn_00268,pay_syn_00268,2201,INR,card,bank decline,bank_decline,0,holdout,0.12,0.52,0.4
evt_syn_00269,pay_syn_00269,2631,INR,netbanking,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_00270,pay_syn_00270,9687,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_00271,pay_syn_00271,575,INR,upi,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00272,pay_syn_00272,4988,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00273,pay_syn_00273,1338,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00274,pay_syn_00274,499,INR,card,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_00275,pay_syn_00275,3939,INR,upi,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00276,pay_syn_00276,20776,INR,upi,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00277,pay_syn_00277,27458,INR,upi,network error,network_error,3,train,0.56,0.48,0.35
evt_syn_00278,pay_syn_00278,5510,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00279,pay_syn_00279,440,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_00280,pay_syn_00280,356,INR,card,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_00281,pay_syn_00281,3168,INR,card,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_00282,pay_syn_00282,952,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00283,pay_syn_00283,2066,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,holdout,0.11,0.68,0.4
evt_syn_00284,pay_syn_00284,23047,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00285,pay_syn_00285,22292,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,8,train,0.11,0.68,0.4
evt_syn_00286,pay_syn_00286,2189,INR,card,authentication failed,authentication_failed,5,holdout,0.28,0.66,0.42
evt_syn_00287,pay_syn_00287,10922,INR,card,network error,network_error,2,holdout,0.58,0.5,0.35
evt_syn_00288,pay_syn_00288,704,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00289,pay_syn_00289,58504,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.0,0.54,0.4
evt_syn_00290,pay_syn_00290,12842,INR,upi,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00291,pay_syn_00291,46048,INR,upi,insufficient funds,insufficient_funds,0,train,0.64,0.47,0.5
evt_syn_00292,pay_syn_00292,24032,INR,card,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00293,pay_syn_00293,4556,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00294,pay_syn_00294,925,INR,netbanking,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00295,pay_syn_00295,3601,INR,card,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_00296,pay_syn_00296,3058,INR,netbanking,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00297,pay_syn_00297,14914,INR,netbanking,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_00298,pay_syn_00298,855,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00299,pay_syn_00299,3617,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00300,pay_syn_00300,4296,INR,upi,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_00301,pay_syn_00301,649,INR,upi,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_00302,pay_syn_00302,3942,INR,card,authentication failed,authentication_failed,1,holdout,0.22,0.6,0.42
evt_syn_00303,pay_syn_00303,3300,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00304,pay_syn_00304,298,INR,upi,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00305,pay_syn_00305,30233,INR,netbanking,card expired,card_expired,5,holdout,0.06,0.66,0.45
evt_syn_00306,pay_syn_00306,726,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00307,pay_syn_00307,2872,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_00308,pay_syn_00308,3447,INR,upi,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00309,pay_syn_00309,336,INR,card,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_00310,pay_syn_00310,3335,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00311,pay_syn_00311,4130,INR,netbanking,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00312,pay_syn_00312,37907,INR,card,insufficient funds,insufficient_funds,1,train,0.64,0.47,0.5
evt_syn_00313,pay_syn_00313,815,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00314,pay_syn_00314,12761,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00315,pay_syn_00315,3511,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_00316,pay_syn_00316,2377,INR,netbanking,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00317,pay_syn_00317,4341,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00318,pay_syn_00318,4263,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_00319,pay_syn_00319,14477,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00320,pay_syn_00320,11229,INR,card,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00321,pay_syn_00321,218,INR,upi,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_00322,pay_syn_00322,4174,INR,upi,authentication failed,authentication_failed,2,holdout,0.22,0.6,0.42
evt_syn_00323,pay_syn_00323,340,INR,netbanking,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00324,pay_syn_00324,2285,INR,upi,authentication failed,authentication_failed,8,holdout,0.28,0.66,0.42
evt_syn_00325,pay_syn_00325,4162,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00326,pay_syn_00326,770,INR,card,insufficient funds,insufficient_funds,1,holdout,0.72,0.55,0.5
evt_syn_00327,pay_syn_00327,13011,INR,card,authentication failed,authentication_failed,1,train,0.22,0.6,0.42
evt_syn_00328,pay_syn_00328,9715,INR,netbanking,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00329,pay_syn_00329,7399,INR,card,network error,network_error,1,holdout,0.58,0.5,0.35
evt_syn_00330,pay_syn_00330,46494,INR,upi,insufficient funds,insufficient_funds,1,train,0.64,0.47,0.5
evt_syn_00331,pay_syn_00331,3302,INR,card,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00332,pay_syn_00332,250,INR,netbanking,bank decline,bank_decline,3,train,0.18,0.58,0.4
evt_syn_00333,pay_syn_00333,537,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_00334,pay_syn_00334,30175,INR,upi,insufficient funds,insufficient_funds,1,train,0.64,0.47,0.5
evt_syn_00335,pay_syn_00335,35524,INR,card,insufficient funds,insufficient_funds,1,holdout,0.64,0.47,0.5
evt_syn_00336,pay_syn_00336,3191,INR,card,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_00337,pay_syn_00337,17880,INR,card,insufficient funds,insufficient_funds,8,holdout,0.78,0.61,0.5
evt_syn_00338,pay_syn_00338,4836,INR,card,card expired,card_expired,3,holdout,0.14,0.74,0.45
evt_syn_00339,pay_syn_00339,1439,INR,card,insufficient funds,insufficient_funds,8,train,0.78,0.61,0.5
evt_syn_00340,pay_syn_00340,3023,INR,card,network error,network_error,5,holdout,0.64,0.56,0.35
evt_syn_00341,pay_syn_00341,314,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,1,train,0.05,0.62,0.4
evt_syn_00342,pay_syn_00342,544,INR,netbanking,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00343,pay_syn_00343,11643,INR,netbanking,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00344,pay_syn_00344,342,INR,card,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00345,pay_syn_00345,2093,INR,card,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_00346,pay_syn_00346,2472,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,3,train,0.11,0.68,0.4
evt_syn_00347,pay_syn_00347,901,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.05,0.62,0.4
evt_syn_00348,pay_syn_00348,37043,INR,card,authentication failed,authentication_failed,2,holdout,0.14,0.52,0.42
evt_syn_00349,pay_syn_00349,3481,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,1,holdout,0.05,0.62,0.4
evt_syn_00350,pay_syn_00350,8578,INR,netbanking,bank decline,bank_decline,3,holdout,0.18,0.58,0.4
evt_syn_00351,pay_syn_00351,3882,INR,netbanking,insufficient funds,insufficient_funds,1,train,0.72,0.55,0.5
evt_syn_00352,pay_syn_00352,18312,INR,card,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00353,pay_syn_00353,3786,INR,netbanking,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00354,pay_syn_00354,1227,INR,netbanking,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00355,pay_syn_00355,3755,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,train,0.11,0.68,0.4
evt_syn_00356,pay_syn_00356,14475,INR,upi,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00357,pay_syn_00357,54523,INR,upi,insufficient funds,insufficient_funds,8,train,0.7,0.53,0.5
evt_syn_00358,pay_syn_00358,11887,INR,upi,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00359,pay_syn_00359,1328,INR,netbanking,network error,network_error,3,train,0.64,0.56,0.35
evt_syn_00360,pay_syn_00360,749,INR,card,bank decline,bank_decline,1,holdout,0.12,0.52,0.4
evt_syn_00361,pay_syn_00361,222,INR,upi,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_00362,pay_syn_00362,4372,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00363,pay_syn_00363,48757,INR,card,card expired,card_expired,3,holdout,0.06,0.66,0.45
evt_syn_00364,pay_syn_00364,5256,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00365,pay_syn_00365,3880,INR,card,insufficient funds,insufficient_funds,5,holdout,0.78,0.61,0.5
evt_syn_00366,pay_syn_00366,421,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_00367,pay_syn_00367,948,INR,netbanking,network error,network_error,2,train,0.58,0.5,0.35
evt_syn_00368,pay_syn_00368,2236,INR,netbanking,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_00369,pay_syn_00369,804,INR,card,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00370,pay_syn_00370,4982,INR,upi,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00371,pay_syn_00371,1611,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00372,pay_syn_00372,19927,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_00373,pay_syn_00373,4964,INR,netbanking,network error,network_error,1,train,0.58,0.5,0.35
evt_syn_00374,pay_syn_00374,861,INR,upi,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00375,pay_syn_00375,8120,INR,upi,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00376,pay_syn_00376,18082,INR,netbanking,authentication failed,authentication_failed,5,holdout,0.28,0.66,0.42
evt_syn_00377,pay_syn_00377,4561,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,5,holdout,0.11,0.68,0.4
evt_syn_00378,pay_syn_00378,49296,INR,upi,insufficient funds,insufficient_funds,0,holdout,0.64,0.47,0.5
evt_syn_00379,pay_syn_00379,11498,INR,netbanking,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_00380,pay_syn_00380,3657,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00381,pay_syn_00381,4288,INR,upi,bank decline,bank_decline,8,holdout,0.18,0.58,0.4
evt_syn_00382,pay_syn_00382,519,INR,netbanking,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00383,pay_syn_00383,765,INR,netbanking,bank decline,bank_decline,8,holdout,0.18,0.58,0.4
evt_syn_00384,pay_syn_00384,434,INR,card,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00385,pay_syn_00385,9216,INR,upi,authentication failed,authentication_failed,3,holdout,0.28,0.66,0.42
evt_syn_00386,pay_syn_00386,1689,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00387,pay_syn_00387,4755,INR,card,authentication failed,authentication_failed,5,train,0.28,0.66,0.42
evt_syn_00388,pay_syn_00388,883,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00389,pay_syn_00389,923,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00390,pay_syn_00390,12916,INR,card,card expired,card_expired,3,train,0.14,0.74,0.45
evt_syn_00391,pay_syn_00391,741,INR,netbanking,international_transaction_not_allowed,international_transaction_not_allowed,3,holdout,0.11,0.68,0.4
evt_syn_00392,pay_syn_00392,12054,INR,card,insufficient funds,insufficient_funds,5,train,0.78,0.61,0.5
evt_syn_00393,pay_syn_00393,395,INR,card,insufficient funds,insufficient_funds,2,holdout,0.72,0.55,0.5
evt_syn_00394,pay_syn_00394,2528,INR,upi,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_00395,pay_syn_00395,899,INR,card,network error,network_error,5,train,0.64,0.56,0.35
evt_syn_00396,pay_syn_00396,6531,INR,upi,bank decline,bank_decline,1,train,0.12,0.52,0.4
evt_syn_00397,pay_syn_00397,374,INR,upi,insufficient funds,insufficient_funds,0,train,0.72,0.55,0.5
evt_syn_00398,pay_syn_00398,28124,INR,card,card expired,card_expired,5,train,0.06,0.66,0.45
evt_syn_00399,pay_syn_00399,14286,INR,card,network error,network_error,2,holdout,0.58,0.5,0.35
evt_syn_00400,pay_syn_00400,3224,INR,card,authentication failed,authentication_failed,2,train,0.22,0.6,0.42
evt_syn_00401,pay_syn_00401,411,INR,upi,bank decline,bank_decline,2,holdout,0.12,0.52,0.4
evt_syn_00402,pay_syn_00402,3321,INR,upi,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00403,pay_syn_00403,4029,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00404,pay_syn_00404,646,INR,card,network error,network_error,0,train,0.58,0.5,0.35
evt_syn_00405,pay_syn_00405,37999,INR,card,bank decline,bank_decline,8,train,0.1,0.5,0.4
evt_syn_00406,pay_syn_00406,82152,INR,netbanking,card expired,card_expired,0,holdout,0.0,0.6,0.45
evt_syn_00407,pay_syn_00407,11227,INR,netbanking,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00408,pay_syn_00408,473,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00409,pay_syn_00409,204,INR,upi,card expired,card_expired,8,train,0.14,0.74,0.45
evt_syn_00410,pay_syn_00410,390,INR,netbanking,card expired,card_expired,1,train,0.08,0.68,0.45
evt_syn_00411,pay_syn_00411,561,INR,netbanking,card expired,card_expired,2,train,0.08,0.68,0.45
evt_syn_00412,pay_syn_00412,2195,INR,card,card expired,card_expired,1,holdout,0.08,0.68,0.45
evt_syn_00413,pay_syn_00413,65908,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,2,train,0.0,0.54,0.4
evt_syn_00414,pay_syn_00414,2099,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00415,pay_syn_00415,4205,INR,card,card expired,card_expired,0,holdout,0.08,0.68,0.45
evt_syn_00416,pay_syn_00416,3525,INR,card,authentication failed,authentication_failed,0,train,0.22,0.6,0.42
evt_syn_00417,pay_syn_00417,4447,INR,card,insufficient funds,insufficient_funds,2,train,0.72,0.55,0.5
evt_syn_00418,pay_syn_00418,24738,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00419,pay_syn_00419,1727,INR,card,authentication failed,authentication_failed,8,train,0.28,0.66,0.42
evt_syn_00420,pay_syn_00420,3358,INR,card,authentication failed,authentication_failed,3,train,0.28,0.66,0.42
evt_syn_00421,pay_syn_00421,1466,INR,card,bank decline,bank_decline,8,train,0.18,0.58,0.4
evt_syn_00422,pay_syn_00422,14012,INR,upi,international_transaction_not_allowed,international_transaction_not_allowed,0,holdout,0.05,0.62,0.4
evt_syn_00423,pay_syn_00423,6133,INR,upi,card expired,card_expired,5,train,0.14,0.74,0.45
evt_syn_00424,pay_syn_00424,2034,INR,upi,insufficient funds,insufficient_funds,3,holdout,0.78,0.61,0.5
evt_syn_00425,pay_syn_00425,81407,INR,netbanking,insufficient funds,insufficient_funds,2,train,0.64,0.47,0.5
evt_syn_00426,pay_syn_00426,13907,INR,card,network error,network_error,0,holdout,0.58,0.5,0.35
evt_syn_00427,pay_syn_00427,4745,INR,card,bank decline,bank_decline,0,train,0.12,0.52,0.4
evt_syn_00428,pay_syn_00428,5725,INR,upi,card expired,card_expired,2,holdout,0.08,0.68,0.45
evt_syn_00429,pay_syn_00429,6735,INR,card,card expired,card_expired,0,train,0.08,0.68,0.45
evt_syn_00430,pay_syn_00430,3816,INR,upi,bank decline,bank_decline,2,train,0.12,0.52,0.4
evt_syn_00431,pay_syn_00431,13199,INR,card,international_transaction_not_allowed,international_transaction_not_allowed,0,train,0.05,0.62,0.4
evt_syn_00432,pay_syn_00432,27813,INR,card,card expired,card_expired,0,train,0.0,0.6,0.45
evt_syn_00433,pay_syn_00433,13537,INR,upi,card expired,card_expired,2,train,0.08,0.68,0.45
